feature,start_hour,window_label,center_hour,center_hour_mod,W_obs_full,W_boot_mean,W_boot_std,W_null_mean,W_null_std,W_t_stat,W_p_ttest,W_n_null_valid
EPS_z,0.0,000.0-003.0,1.5,1.5,-0.04554237085003357,-0.10631809431963318,0.0913040363450055,0.014388069838566397,0.2565149304273334,-3.3040744209165647,0.0011300009914926783,200
EPS_KURT_z,0.0,000.0-003.0,1.5,1.5,0.0658162303103203,0.03805559480913813,0.07548137459692489,0.012641270274697391,0.11385556854865601,6.604925048429959,3.5481304693213096e-10,200
EPS_SKEW_z,0.0,000.0-003.0,1.5,1.5,0.06751049457087553,-0.024024289841892085,0.07767852639225839,0.0100969732363719,0.15750532020120855,5.155062726206823,6.094894280494165e-07,200
ACI_z,0.0,000.0-003.0,1.5,1.5,0.03834737246491385,-0.001404573912001493,0.06785508413023386,0.005375248033119267,0.07238405594694018,6.441974678218941,8.685563659184281e-10,200
NDSI_z,0.0,000.0-003.0,1.5,1.5,0.09201576280145546,0.07154578532051596,0.08663599611211653,0.025342427460468664,0.2240878433308667,4.207739861579766,3.900900147432117e-05,200
rBA_z,0.0,000.0-003.0,1.5,1.5,-0.003968076862762397,-0.00016183949722206107,0.06512478141190715,-0.00839083711631082,0.07476595889218078,0.8365742413218732,0.40383537716092793,200
AnthroEnergy_z,0.0,000.0-003.0,1.5,1.5,0.10513432851697593,0.02075064000349564,0.08044506551915113,0.008806340903490228,0.07306023438304995,18.646031958351358,1.5166348883517393e-45,200
BioEnergy_z,0.0,000.0-003.0,1.5,1.5,0.049096066620481923,0.002484456986768187,0.06745802492598672,-3.7575404830966776e-05,0.06630986991858791,10.478902010559375,9.652076773120608e-21,200
BI_z,0.0,000.0-003.0,1.5,1.5,-0.03591896045206647,-0.03739356546767002,0.0936732904862361,-0.01753262920064718,0.22334063555200437,-1.1642395014133862,0.24572084389643292,200
ROU_z,0.0,000.0-003.0,1.5,1.5,0.03343323290516115,0.002505882056686501,0.06885027729458655,0.0010639949127910053,0.06939830304369969,6.596273016022711,3.722120936954979e-10,200
ADI_z,0.0,000.0-003.0,1.5,1.5,-0.013089205151065,-0.04105457058753891,0.0661642256156134,0.00019218985950313793,0.12295660806357148,-1.5275900374113038,0.1282022304700061,200
AEI_z,0.0,000.0-003.0,1.5,1.5,0.006860079245813281,-0.059162169723977726,0.06932609495885915,-0.0019109128922656202,0.11315641715221382,1.0961867076838865,0.27432187469643854,200
LFC_z,0.0,000.0-003.0,1.5,1.5,0.07088651801783025,-0.008427638094960612,0.06106661313404835,0.009323878547543477,0.11875524120122516,7.331273869996281,5.61037591877987e-12,200
MFC_z,0.0,000.0-003.0,1.5,1.5,0.057517885781881155,0.09111390863771869,0.07538328154620023,0.012054302490960978,0.14867894277545218,4.324433230682999,2.4167668459467067e-05,200
HFC_z,0.0,000.0-003.0,1.5,1.5,-0.03275019790546141,-0.08261303299073039,0.07566738249124949,-0.0010795559107382652,0.09922526899135985,-4.513875537278757,1.0882722521153784e-05,200
ACTspFract_z,0.0,000.0-003.0,1.5,1.5,-0.037419365157767635,-0.06378465220221924,0.08381377143180041,0.0023347577123575386,0.12219552736630103,-4.6008901418008845,7.480538725365885e-06,200
ACTspCount_z,0.0,000.0-003.0,1.5,1.5,-0.09483691009929643,-0.04982789808020001,0.06767462048207556,0.0010392644978185212,0.11949718323510182,-11.346659624346856,2.4626920911274237e-23,200
ACTspMean_z,0.0,000.0-003.0,1.5,1.5,0.048662267912669525,0.09676914775611119,0.08396814497248038,0.018094943518762407,0.08767697559658709,4.930453454761288,1.7257982679584756e-06,200
EVNspFract_z,0.0,000.0-003.0,1.5,1.5,-0.03816990804530812,-0.06440748053432857,0.0526974002089389,0.002360380808294733,0.08591460176012312,-6.671564903914664,2.4508584431039336e-10,200
EVNspMean_z,0.0,000.0-003.0,1.5,1.5,-0.03581737813846145,-0.058141921080817574,0.07279607891467824,-0.006150461767476603,0.10091358994215155,-4.157552566476524,4.7784022908619455e-05,200
EVNspCount_z,0.0,000.0-003.0,1.5,1.5,-0.09015601563710772,-0.06938943966662793,0.06700694168567509,0.000286780881073157,0.10713652453070122,-11.9385457028064,3.968403594766179e-25,200
TFSD_z,0.0,000.0-003.0,1.5,1.5,0.004341244215697266,-0.05009333354333592,0.06502469104364825,0.002000012984252907,0.08068337510568585,0.41036966485636583,0.6819762762459067,200
H_Havrda_z,0.0,000.0-003.0,1.5,1.5,0.11537954303496822,0.08203026723157544,0.06334982401940831,-0.014465065537272266,0.13429695166577127,13.673281795769176,1.915006967484528e-30,200
H_Renyi_z,0.0,000.0-003.0,1.5,1.5,-0.08915799410817503,-0.08768857880021932,0.0829971923189146,0.005576744962278398,0.18832981491841955,-7.113857828583687,1.9916324951369753e-11,200
H_pairedShannon_z,0.0,000.0-003.0,1.5,1.5,0.16387575863768886,0.014829293502351985,0.07945289153897038,-0.005188922826264812,0.1448031883051234,16.511622999681627,3.8160889036722346e-39,200
H_gamma_z,0.0,000.0-003.0,1.5,1.5,0.05019348096403957,-0.031538711705814126,0.08043691822887068,-0.019451829146280873,0.12611178245129898,7.810003173314176,3.2113424853937175e-13,200
H_GiniSimpson_z,0.0,000.0-003.0,1.5,1.5,0.12204311256909298,0.11364237991356954,0.0797867809957213,-0.011221822137973549,0.1327449151687106,14.197536516707324,4.6597214186236846e-32,200
RAOQ_z,0.0,000.0-003.0,1.5,1.5,0.03849841679926624,-0.0006414403078953794,0.06667521917225502,-0.009286503055586376,0.10703351253974551,6.313731104596769,1.7401833630979487e-09,200
AGI_z,0.0,000.0-003.0,1.5,1.5,-0.08999115437472135,0.010136327200160325,0.07099624413804816,0.005175714106320295,0.08192991813454592,-16.426999948107742,6.897476925973703e-39,200
nROI_z,0.0,000.0-003.0,1.5,1.5,-0.18191638109403818,-0.1456059041049227,0.063905226724922,0.007281359050613181,0.1368514914942755,-19.551559662329208,3.331338838361995e-48,200
