feature,start_hour,window_label,center_hour,center_hour_mod,W_obs_full,W_boot_mean,W_boot_std,W_null_mean,W_null_std,W_t_stat,W_p_ttest,W_n_null_valid
AGI_z,6.0,006.0-009.0,7.5,7.5,0.05106760936015675,-0.00036349754398564137,0.07624400256575302,-0.001047937886189977,0.0705552128408415,10.446076308002574,1.2069796197518616e-20,200
nROI_z,6.0,006.0-009.0,7.5,7.5,0.23464934766447576,0.07557980170039326,0.07168247096512481,0.001924051519906471,0.12723664205417332,25.86701950015426,1.4319335991202e-65,200
aROI_z,6.0,006.0-009.0,7.5,7.5,0.2697762536467081,0.163443875784741,0.10304888030998287,0.00580046549162473,0.12475851394726281,29.923259578488793,1.3579112133311214e-75,200
ZCR_z,6.0,006.0-009.0,7.5,7.5,0.27907454563073375,0.2147308153294459,0.10894527788679514,-0.019227661368915433,0.1927082484111469,21.891280228165275,6.925958191023372e-55,200
MEANt_z,6.0,006.0-009.0,7.5,7.5,0.07470945818515101,-0.004041273551647892,0.0664024606248798,-0.0012068894128291138,0.0699057365091066,15.35809988425022,1.2647362211490904e-35,200
VARt_z,6.0,006.0-009.0,7.5,7.5,0.05938581287474543,-0.000724959163597295,0.08152255878741334,0.005672338937170867,0.06777524559179536,11.20797463165334,6.441455622608889e-23,200
SKEWt_z,6.0,006.0-009.0,7.5,7.5,-0.010131592151886134,0.01349892656537441,0.06403320393582967,-0.0061985907483001704,0.07385697462464567,-0.7530912217906696,0.45228510143347217,200
KURTt_z,6.0,006.0-009.0,7.5,7.5,0.03669375269161468,0.0045113626622064465,0.053158034038292695,-0.00418709409211698,0.07134759625753714,8.103180905235103,5.326968986749896e-14,200
LEQt_z,6.0,006.0-009.0,7.5,7.5,-0.12229943331613104,-0.05162372194460764,0.08538621746324697,-0.011872488068128413,0.11620634243620441,-13.438791751568127,1.0085977343537854e-29,200
BGNt_z,6.0,006.0-009.0,7.5,7.5,-0.16065917012870704,-0.09575184170102578,0.07500899875903123,-0.014664520396715997,0.13074656135916263,-15.791437383788766,5.966917915191721e-37,200
SNRt_z,6.0,006.0-009.0,7.5,7.5,-0.04222596778614363,-0.06299564697389157,0.06544698489720888,-0.005815856231423115,0.08850477446253675,-5.817954328554223,2.3490763039925076e-08,200
MED_z,6.0,006.0-009.0,7.5,7.5,0.20917879872095993,-0.0030684740860120897,0.08733288709182674,0.004799268771558617,0.07323747176914339,39.46563093234181,4.6806406158321974e-96,200
Ht_z,6.0,006.0-009.0,7.5,7.5,-0.1693205079793173,-0.1433241334972863,0.08579922293076886,-0.020589821945164895,0.1728373347579079,-12.169648046538704,7.846322457423963e-26,200
ACTtFraction_z,6.0,006.0-009.0,7.5,7.5,-0.013903345270055852,0.04438856097066328,0.08465611040918374,-0.0004941217274639687,0.098043291138794,-1.934197187238497,0.05450708564679427,200
ACTtCount_z,6.0,006.0-009.0,7.5,7.5,0.15638760153907355,0.02347493275050995,0.08639835439177627,0.0014758770487847662,0.10014195472362881,21.87677106457345,7.6040096221058e-55,200
ACTtMean_z,6.0,006.0-009.0,7.5,7.5,-0.034261495661599334,-0.05302212939118168,0.06908842438881174,-0.012201581101055228,0.10054673559422879,-3.102779038219105,0.002195914771401085,200
EVNtFraction_z,6.0,006.0-009.0,7.5,7.5,-0.028272852796639637,-0.02092931480505508,0.08828011999090858,-0.0030974046797246513,0.11965043785013153,-2.975623057088732,0.003286188362495647,200
EVNtMean_z,6.0,006.0-009.0,7.5,7.5,-0.10266028210822747,-0.0016339725942428255,0.07638420722472833,-0.003949961048484209,0.06952323684285223,-20.079254236167465,9.80366350581073e-50,200
EVNtCount_z,6.0,006.0-009.0,7.5,7.5,0.025052774108087157,-0.007000387053838218,0.06540117637681014,0.0007995769769373106,0.13098359010730615,2.618587586863461,0.00950899043792953,200
MEANf_z,6.5,006.5-009.5,8.0,8.0,0.06532635843038351,-0.024339651850318198,0.07818086150319792,-0.0033537658569879852,0.07131746143646504,13.619155992982144,2.8102906347384936e-30,200
VARf_z,6.5,006.5-009.5,8.0,8.0,-0.062397235988633455,-0.025519496160683382,0.06409860982314304,-0.003886876743856904,0.06734351639983598,-12.28717299108642,3.435384002186864e-26,200
SKEWf_z,6.5,006.5-009.5,8.0,8.0,-0.013146691294174817,0.050312968177320165,0.0855934284323353,0.007354056741345132,0.11175366060969559,-2.594316441399017,0.010183000410471708,200
KURTf_z,6.5,006.5-009.5,8.0,8.0,-0.034265947314620106,0.044700834376068456,0.06534694682053202,-0.003840697298703576,0.1028614550835413,-4.183083077733575,4.310777246846021e-05,200
NBPEAKS_z,6.5,006.5-009.5,8.0,8.0,0.10851404989365893,0.030066010029524425,0.07398169231831146,-0.0047736883135142865,0.09934144499973625,16.127514133057193,5.625092538099685e-38,200
LEQf_z,6.5,006.5-009.5,8.0,8.0,-0.03585689741600371,-0.02885476417152293,0.06217595120598981,-0.007510762475637503,0.11544329089299622,-3.472483170172326,0.0006325365945723451,200
ENRf_z,6.5,006.5-009.5,8.0,8.0,0.051010221272274364,-0.03240773431357,0.05270150942931709,-0.0002503298096361778,0.11327668622319342,6.399672251351019,1.0933569991947334e-09,200
BGNf_z,6.5,006.5-009.5,8.0,8.0,-0.10607459266875319,-0.06784462971257428,0.06101187148260897,-0.011631586705546608,0.14572430218606194,-9.165429369077787,6.209944554486741e-17,200
SNRf_z,6.5,006.5-009.5,8.0,8.0,-0.17604843279953417,-0.04573415446573129,0.07622680228645212,0.0015275789907346644,0.11578164467566869,-21.69000146175134,2.5362258287590602e-54,200
Hf_z,6.5,006.5-009.5,8.0,8.0,0.23727067982264335,0.15635992033194385,0.1290643805949758,0.0014925903928558748,0.14950038033809096,22.303660434037383,4.923870515961338e-56,200
EAS_z,6.5,006.5-009.5,8.0,8.0,-0.21199022879222695,-0.2496765477172557,0.07085094508866117,-0.027997928625049885,0.19322483159637313,-13.466406161097538,8.2940441139695e-30,200
ECU_z,6.5,006.5-009.5,8.0,8.0,-0.14659438417456325,-0.08180115690544972,0.08089055938491972,0.0032702667451184465,0.1073658955977833,-19.74003203446469,9.422562789967786e-49,200
ECV_z,6.5,006.5-009.5,8.0,8.0,-0.06017608632620554,-0.08225577216422032,0.09393947646670835,-0.005351583464608736,0.12579550863349725,-6.163459756192509,3.885119856921779e-09,200
EPS_z,6.5,006.5-009.5,8.0,8.0,-0.0191762329625258,-0.06905641955292098,0.06344279558599482,-0.004231158700356571,0.12620979542420624,-1.6746344165438005,0.09557677543923555,200
EPS_KURT_z,6.5,006.5-009.5,8.0,8.0,-0.311866472415876,-0.13256628501218784,0.06473330082903771,-0.011458777725441285,0.15534550538490363,-27.34811251988334,2.485230465649221e-69,200
EPS_SKEW_z,6.5,006.5-009.5,8.0,8.0,-0.09319355021192434,-0.1407214307203907,0.08485378912228186,-0.0048016485329964945,0.20517188183973015,-6.092697743832972,5.646971151619133e-09,200
ACI_z,6.5,006.5-009.5,8.0,8.0,-0.13811247220609654,-0.017429647150118376,0.07422593501278503,0.003781353844094423,0.07858400922697245,-25.535497003926512,1.0325446551207991e-64,200
NDSI_z,6.5,006.5-009.5,8.0,8.0,0.5708488785194188,0.5319636882740374,0.14149505567263834,-0.02882066355648285,0.3119827957151707,27.182934796188352,6.440626482778024e-69,200
rBA_z,6.5,006.5-009.5,8.0,8.0,-0.03008056400057893,-0.0054461986942879,0.0694721884287348,0.0014083119432233289,0.06833403228623056,-6.516810721351553,5.76727313208418e-10,200
AnthroEnergy_z,6.5,006.5-009.5,8.0,8.0,-0.07358490800760864,0.004950707660000832,0.07221399446577001,-0.0033475765126202077,0.07244424169742891,-13.711315690206595,1.462535883187879e-30,200
BioEnergy_z,6.5,006.5-009.5,8.0,8.0,0.14066864293654016,0.004847948557000686,0.07337582562347458,0.0009840608971344318,0.0644735594696008,30.639510521780092,2.827183919305635e-77,200
BI_z,6.5,006.5-009.5,8.0,8.0,0.11574051050109382,0.10518766480654976,0.14703022182982936,0.030714705078287094,0.27915964029711987,4.307379356580641,2.59349958310584e-05,200
ROU_z,6.5,006.5-009.5,8.0,8.0,0.09034258263127545,-0.006384206092652151,0.0680841506518828,0.005028879846933632,0.07279388170473594,16.574441794884244,2.4599338536266348e-39,200
ADI_z,6.5,006.5-009.5,8.0,8.0,-0.034112673102624926,-0.08753743074037851,0.09170834091414433,-0.018148648676270467,0.1848137321618088,-1.2215834608025529,0.2233103453996185,200
AEI_z,6.5,006.5-009.5,8.0,8.0,-0.0845536074108203,-0.016903586265068226,0.10250490294668374,-0.008851443338141632,0.15457334286677019,-6.926098973278447,5.846429332392529e-11,200
LFC_z,6.5,006.5-009.5,8.0,8.0,-0.129277034637741,-0.011099732236193812,0.06943392737693958,0.016666946468519756,0.1519146243508818,-13.58631259558512,3.546698414387054e-30,200
MFC_z,6.5,006.5-009.5,8.0,8.0,-0.12526788597170752,-0.07028389545725713,0.07964102336542472,-0.010107253071024096,0.12474292206455151,-13.055789154541262,1.5174859822131396e-28,200
HFC_z,6.5,006.5-009.5,8.0,8.0,-0.10267791828760064,0.02163697269177304,0.0791480840057119,-0.005398536445661783,0.12111208847866115,-11.359214663726998,2.2571277465667605e-23,200
ACTspFract_z,6.5,006.5-009.5,8.0,8.0,-0.135482242820691,0.026516073101003106,0.09366414657287288,0.007766123263702807,0.11877581292910248,-17.05597942110137,8.576406922998187e-41,200
ACTspCount_z,6.5,006.5-009.5,8.0,8.0,-0.014543954319250676,0.015575266139782268,0.07843357887558808,-0.0007715550927285475,0.1079524927990403,-1.8042301078514298,0.07270734275104361,200
ACTspMean_z,6.5,006.5-009.5,8.0,8.0,-0.20982176286687457,-0.1955947525188631,0.088760205394621,-0.01078362879112346,0.16545589257069676,-17.012535743874373,1.1600996177349192e-40,200
EVNspFract_z,6.5,006.5-009.5,8.0,8.0,0.10276912052239638,0.039053121735855255,0.07035927879882646,-0.0029729547978692805,0.09249092122462685,16.168276307705288,4.226010849069562e-38,200
EVNspMean_z,6.5,006.5-009.5,8.0,8.0,0.0044899836270660635,-0.017243056612559902,0.07074448999201494,2.642734992630874e-05,0.09461096364889196,0.6671977094507197,0.5054187674528218,200
EVNspCount_z,6.5,006.5-009.5,8.0,8.0,0.08816731968713724,0.0043090442061541525,0.06638234187255716,-0.005534841249852589,0.12109974985997343,10.942621018951998,4.0258569468755116e-22,200
TFSD_z,6.5,006.5-009.5,8.0,8.0,0.12226447207276278,0.07974626035568179,0.09020300004425737,-0.006860838231016172,0.17351399438999393,10.524267262662313,7.084695676717343e-21,200
H_Havrda_z,6.5,006.5-009.5,8.0,8.0,-0.0018996622392226377,0.0032893569671292476,0.07036893876376461,0.0014665137563108655,0.10154330886169893,-0.46881392773028324,0.6397158067080698,200
H_Renyi_z,6.5,006.5-009.5,8.0,8.0,0.059383261334198384,0.06924771577107473,0.08795571994674924,0.016076164660861834,0.1291653372751368,4.741634617650979,4.034734603892876e-06,200
H_pairedShannon_z,6.5,006.5-009.5,8.0,8.0,0.11483904787080894,0.16055177604481044,0.10399417456832108,-0.0024749395223302075,0.14583621559116094,11.376257355206578,2.0052033500122772e-23,200
H_gamma_z,6.5,006.5-009.5,8.0,8.0,-0.05602145549565925,-0.022752144097670617,0.09732439136229289,-0.0009407990489066353,0.1568041614810782,-4.967713269574826,1.4554381958897963e-06,200
H_GiniSimpson_z,6.5,006.5-009.5,8.0,8.0,0.14180428737283793,0.06665855339668082,0.07759121019814759,0.004063821282010367,0.11799823084880043,16.508250490877597,3.9071453374484466e-39,200
RAOQ_z,6.5,006.5-009.5,8.0,8.0,0.011523959709388631,0.15647927586752428,0.10302386249018751,0.0044832612390316336,0.15859526965144294,0.6278277584975739,0.5308365692802381,200
AGI_z,6.5,006.5-009.5,8.0,8.0,-0.03219221669995911,0.04695676270151454,0.060264117391725665,-0.006497072162707888,0.07165269339669501,-5.071466286763999,9.012906046401021e-07,200
nROI_z,6.5,006.5-009.5,8.0,8.0,0.11217054011665016,0.07544196419732253,0.08663770435948345,0.00563458358425581,0.11720759884693047,12.854507394632831,6.295733763353098e-28,200
aROI_z,6.5,006.5-009.5,8.0,8.0,0.04459236628777748,0.18233312113184247,0.0843082554117952,0.0005045657575736145,0.13668602371623284,4.56151724586377,8.86914540292042e-06,200
ZCR_z,6.5,006.5-009.5,8.0,8.0,0.21089679802094471,0.20737568314584157,0.09611033612723131,-0.015525350741452306,0.197836328865426,16.18556487768513,3.7434083976090514e-38,200
MEANt_z,6.5,006.5-009.5,8.0,8.0,0.008987858821834767,-0.013571701288839739,0.08482440905986437,0.0068543265410320915,0.07551974739203253,0.3995339485987573,0.689928287945894,200
VARt_z,6.5,006.5-009.5,8.0,8.0,-0.034219944536457686,-0.02013871872544781,0.07264958983023188,-0.0006011702338555055,0.06782261491419324,-7.010069816572428,3.619154844058799e-11,200
SKEWt_z,6.5,006.5-009.5,8.0,8.0,0.013682380293691216,-0.019826632404204493,0.048580781100003995,0.004100056616501513,0.08430860447470301,1.6073628768694246,0.10956025437113812,200
KURTt_z,6.5,006.5-009.5,8.0,8.0,-0.07037356431842916,0.011683234185274104,0.0924485130923551,-0.0010332943825127358,0.07065431452932149,-13.879117052545853,4.452208397076117e-31,200
LEQt_z,6.5,006.5-009.5,8.0,8.0,-0.09714304294237412,-0.029174447108570242,0.08552087433643762,-0.004443672505522632,0.11552252557788271,-11.348151041491942,2.437327373798458e-23,200
BGNt_z,6.5,006.5-009.5,8.0,8.0,-0.04029877367762967,-0.06672916173987711,0.0746740396068905,-0.005671031495947596,0.13978401985484754,-3.5033348360238508,0.0005673953826411573,200
SNRt_z,6.5,006.5-009.5,8.0,8.0,-0.10568365423313462,-0.05263518867123018,0.06052093802160155,-0.005449515362760563,0.0903262248913241,-15.693391235360558,1.1897988265634076e-36,200
MED_z,6.5,006.5-009.5,8.0,8.0,0.027694395678997084,-0.005377245199958778,0.0647434979509841,0.0028312555098251547,0.06950472795549345,5.058906216127006,9.554815176541421e-07,200
Ht_z,6.5,006.5-009.5,8.0,8.0,-0.17455098918017842,-0.16146752115170632,0.0704562856287176,-0.005050970029654403,0.17882791384782942,-13.40446358442379,1.2862171010220308e-29,200
ACTtFraction_z,6.5,006.5-009.5,8.0,8.0,0.15136700178005455,0.033148888358877554,0.08303323624951899,0.005484415384970351,0.09818490003521607,21.01230760738115,2.0790578534547908e-52,200
ACTtCount_z,6.5,006.5-009.5,8.0,8.0,0.07626205804397455,0.02221078396615622,0.06695590620803674,0.012818399226780798,0.10288870672935238,8.720382012562553,1.0986244066941355e-15,200
ACTtMean_z,6.5,006.5-009.5,8.0,8.0,-0.08857036646077696,-0.06866028942260508,0.07023869111820007,0.005886057363544239,0.10389490549950528,-12.857373033199616,6.169559571423105e-28,200
EVNtFraction_z,6.5,006.5-009.5,8.0,8.0,-0.1354562847380419,-0.00634620459499342,0.07678897533236466,0.0003175588861128517,0.12024216074324104,-15.968875632467935,1.7135727002913707e-37,200
EVNtMean_z,6.5,006.5-009.5,8.0,8.0,-0.0877300831287341,0.027903119769195867,0.07090503124919424,0.0005472645965674264,0.07031328098656708,-17.75525486106922,6.776262422655669e-43,200
EVNtCount_z,6.5,006.5-009.5,8.0,8.0,0.01860112507748468,0.019335423473368692,0.07832382870921818,0.00944389139801824,0.13353501717844835,0.9698043507206147,0.3333212581822653,200
MEANf_z,7.0,007.0-010.0,8.5,8.5,0.055117124464788024,0.0031011363217336775,0.07241657661492519,0.0029113688470118813,0.07683129691464917,9.609376724515174,3.349542237051209e-18,200
VARf_z,7.0,007.0-010.0,8.5,8.5,-0.18376663947427976,-0.01660370753296021,0.08252016548412813,0.006421784006412223,0.07003575202835625,-38.40424927312156,5.679466906715326e-94,200
SKEWf_z,7.0,007.0-010.0,8.5,8.5,0.11042758377711344,0.0702164244337106,0.07736217021524638,-0.0004091420492203823,0.11343911871830102,13.817702627069313,6.880684620432142e-31,200
KURTf_z,7.0,007.0-010.0,8.5,8.5,0.11512261262656198,0.08406161391207699,0.06655032179513237,0.004265062220461802,0.10810508943574539,14.5022081840975,5.380045499870434e-33,200
NBPEAKS_z,7.0,007.0-010.0,8.5,8.5,-0.03337260729778511,-0.0027215385836005888,0.06967112491178881,-0.004025467724669488,0.10151054661760954,-4.088552784322858,6.29702549810271e-05,200
LEQf_z,7.0,007.0-010.0,8.5,8.5,-0.15083198708279552,-0.047438416503981035,0.07387306015145267,-0.007188907905599848,0.11202458101000941,-18.13369787968872,5.024239571320723e-44,200
ENRf_z,7.0,007.0-010.0,8.5,8.5,-0.09545775824393277,-0.049903121000679694,0.0644452377656319,-0.008348890706615576,0.10617270577521826,-11.60284472122677,4.143974664612687e-24,200
BGNf_z,7.0,007.0-010.0,8.5,8.5,-0.10019676729715749,-0.07363905111087171,0.08323347796054587,-0.012018367190060776,0.14014703077929677,-8.898018648443541,3.514250488446248e-16,200
SNRf_z,7.0,007.0-010.0,8.5,8.5,-0.045151002671697846,-0.026911736564680686,0.08012333341665485,-0.016126488685906507,0.10294124426041709,-3.9874067595447755,9.377642241571595e-05,200
Hf_z,7.0,007.0-010.0,8.5,8.5,0.30976386051518107,0.13585648647194518,0.11743491356375822,0.015902346644135465,0.14044486532133613,29.5904686458329,8.374084886386711e-75,200
EAS_z,7.0,007.0-010.0,8.5,8.5,-0.22850995613513134,-0.21677730756880548,0.07187523344877232,-0.003549542927077743,0.20414248938977178,-15.584314088991654,2.5654821425047576e-36,200
ECU_z,7.0,007.0-010.0,8.5,8.5,-0.061532908442049304,-0.06654029672898674,0.08556975294175324,-0.009086998000599074,0.10932147791659495,-6.784551329784456,1.3022889185976541e-10,200
ECV_z,7.0,007.0-010.0,8.5,8.5,-0.13625887539745055,-0.06626316832473474,0.06413146773389715,-0.0011534518775428426,0.11950371674288951,-15.988450192147099,1.4933942498135487e-37,200
EPS_z,7.0,007.0-010.0,8.5,8.5,-0.03339354708206819,-0.048804889863392834,0.08069656461726776,-0.019205541278662256,0.12250068635674055,-1.637939412990137,0.10301453480889874,200
EPS_KURT_z,7.0,007.0-010.0,8.5,8.5,-0.07670135570327612,-0.10072431402349023,0.08504359421565395,0.011831488983329934,0.16568600706453393,-7.556724426493215,1.4758772384200248e-12,200
EPS_SKEW_z,7.0,007.0-010.0,8.5,8.5,-0.1387644564650714,-0.14751591144623138,0.07649932438799603,0.021057709507390852,0.20513746782930645,-11.018107860928259,2.3926820302375964e-22,200
ACI_z,7.0,007.0-010.0,8.5,8.5,-0.019030545884095577,0.007872636795170597,0.0750705120201426,-0.002996410603399547,0.07099932668532888,-3.193789664426622,0.00163260201081658,200
NDSI_z,7.0,007.0-010.0,8.5,8.5,0.5349380930362977,0.5109693311917213,0.19032128811351398,-0.005632039289987079,0.31337266951504933,24.395286727866274,1.0245994187756558e-61,200
rBA_z,7.0,007.0-010.0,8.5,8.5,-0.10570697554986568,-0.00922419306359761,0.06306396751080673,-0.005202007576012153,0.0753035495882053,-18.875005171968645,3.2001481261856036e-46,200
AnthroEnergy_z,7.0,007.0-010.0,8.5,8.5,0.005883300861750921,-0.0036897448383568163,0.05931443576891514,-0.004674968582333297,0.06754416193638053,2.210649657194263,0.02819933054690455,200
BioEnergy_z,7.0,007.0-010.0,8.5,8.5,-0.13958239765415986,-0.011062718884190038,0.07883091168595205,-0.0034319634762832387,0.0670680749729561,-28.7090080660551,1.1038698968092471e-72,200
BI_z,7.0,007.0-010.0,8.5,8.5,0.10265937041122698,0.06663405724065388,0.1502947201679873,0.022171718686514633,0.2950266954782699,3.8581840361301922,0.00015427206140993064,200
ROU_z,7.0,007.0-010.0,8.5,8.5,0.07042708851226051,-0.008683973424383136,0.07458045606229848,0.00014930965230796345,0.0705659182275788,14.08438953159672,1.0390918458742856e-31,200
ADI_z,7.0,007.0-010.0,8.5,8.5,-0.14112238020128107,-0.07566994777435121,0.08079428026267825,-0.02301854847433541,0.18504696969728904,-9.026034896421399,1.5366519570881747e-16,200
AEI_z,7.0,007.0-010.0,8.5,8.5,-0.09519463120623035,-0.0013380623666957839,0.07404125480255125,-0.0028099302129732523,0.1457813361205297,-8.962168997575011,2.32307169005865e-16,200
LFC_z,7.0,007.0-010.0,8.5,8.5,0.005470033950972477,-0.06557420437603532,0.06233933276137719,0.010681626532633359,0.15290770087591454,-0.4820100536681848,0.6303285008013239,200
MFC_z,7.0,007.0-010.0,8.5,8.5,-0.14345292838424686,-0.06624773551475747,0.08560122425603715,0.007301447289162998,0.13859845641014307,-15.382486081484402,1.0647897367675358e-35,200
HFC_z,7.0,007.0-010.0,8.5,8.5,0.030110990681073802,0.014524473296151065,0.07499407193342542,-0.0041494324857600145,0.11642655140949681,4.1615554621010284,4.7020100769649075e-05,200
ACTspFract_z,7.0,007.0-010.0,8.5,8.5,-0.042036261315014097,-0.0022753960003977186,0.06640074492458299,-0.0004556471545338761,0.10689644810452914,-5.501012383503359,1.1520812887383074e-07,200
ACTspCount_z,7.0,007.0-010.0,8.5,8.5,0.03448620190337235,-0.011460574590105474,0.07292181024599062,0.0025058805795299633,0.11217390901996695,4.031864855238039,7.879032503740961e-05,200
ACTspMean_z,7.0,007.0-010.0,8.5,8.5,-0.14966970842752764,-0.21214061659133696,0.07009325433988417,-0.009984259735379052,0.1709696816645542,-11.554391052455419,5.8083646190973686e-24,200
EVNspFract_z,7.0,007.0-010.0,8.5,8.5,0.07374144435194871,0.04258542944902705,0.08627293637137037,-0.0038919991878580283,0.0986231661837315,11.13230014773458,1.087381114393414e-22,200
EVNspMean_z,7.0,007.0-010.0,8.5,8.5,0.027362334968172888,-0.010418442615657697,0.07010636492278771,-0.0026639723116382887,0.08169527310406013,5.197805132373147,4.981340081726286e-07,200
EVNspCount_z,7.0,007.0-010.0,8.5,8.5,-0.03964012973963324,0.023103097618224214,0.10405515628085892,-0.014316190581140767,0.11393495275568218,-3.1433249713499416,0.0019258158232393105,200
TFSD_z,7.0,007.0-010.0,8.5,8.5,0.0292143969607061,0.02521691638983697,0.09915459321247257,0.0001791480809064394,0.17241570896419464,2.3815720156461038,0.018181685780521328,200
H_Havrda_z,7.0,007.0-010.0,8.5,8.5,-0.017125703782051648,0.005986602251977304,0.0723741221592601,-0.017018048427273724,0.08784747838658587,-0.01733090870508984,0.9861899912865033,200
H_Renyi_z,7.0,007.0-010.0,8.5,8.5,0.1993971047174285,0.07833474931113114,0.09966074016258183,0.009615027673194687,0.14050555711114918,19.101905488263,6.885038147053188e-47,200
H_pairedShannon_z,7.0,007.0-010.0,8.5,8.5,0.1884066882718368,0.17373663142455062,0.11840414219321545,0.003607206673333636,0.14715128326168417,17.76035705589872,6.542120460906649e-43,200
H_gamma_z,7.0,007.0-010.0,8.5,8.5,-0.007819950552226288,-0.02853458293638088,0.07094635857420986,-0.0006992914931589678,0.14167173113930126,-0.7108074796139964,0.4780357956156918,200
H_GiniSimpson_z,7.0,007.0-010.0,8.5,8.5,0.08180879291808583,0.05277686753586545,0.08526395242511053,-0.005432530859109722,0.11132263287474888,11.082909207142722,1.5297440261707675e-22,200
RAOQ_z,7.0,007.0-010.0,8.5,8.5,0.21739311998404812,0.15597902942343228,0.09826353317651934,0.011978388993449971,0.13883501493830566,20.92413780538108,3.7034196249414946e-52,200
AGI_z,7.0,007.0-010.0,8.5,8.5,0.03513130529947835,-0.007361442552402142,0.08569930541390329,-5.823363393195113e-05,0.07013400925042727,7.095776178371228,2.2108271515396225e-11,200
nROI_z,7.0,007.0-010.0,8.5,8.5,0.1086862418534109,0.058661036941084016,0.08306337612551956,-0.005051668315637326,0.12579677872503758,12.786471700409809,1.017986440960741e-27,200
aROI_z,7.0,007.0-010.0,8.5,8.5,0.12779697674695545,0.20091470782821083,0.10094850466685948,-0.008163778078244166,0.13608166857760604,14.129569796877274,7.543521300847311e-32,200
ZCR_z,7.0,007.0-010.0,8.5,8.5,0.3948565510166457,0.2805965875969952,0.11937077313228472,-0.02050250941771947,0.210472158716331,27.90898426202378,1.004391917380514e-70,200
MEANt_z,7.0,007.0-010.0,8.5,8.5,0.044806503819660566,-0.007506998641428725,0.060293585227670324,-0.001870162938504464,0.0736991599580519,8.956788003192765,2.4052594003287797e-16,200
VARt_z,7.0,007.0-010.0,8.5,8.5,0.1889507492105626,0.0040157309464551125,0.06975138395257595,-0.0071933837613946516,0.07282962153807854,38.087482424142785,2.425587172865399e-93,200
SKEWt_z,7.0,007.0-010.0,8.5,8.5,0.04564164650547592,-0.01732339566056841,0.07028349961673189,-0.008700866971347705,0.07645835567356574,10.051474282350673,1.7452289811303617e-19,200
KURTt_z,7.0,007.0-010.0,8.5,8.5,-0.09938092254606312,-0.01855557849113909,0.07001482596785251,0.0016723734930093872,0.0712884143667717,-20.04686779056374,1.2161107008772837e-49,200
LEQt_z,7.0,007.0-010.0,8.5,8.5,-0.07683583497616486,-0.05506288310310336,0.07424358633997158,-0.00029689048215641946,0.11071732372375222,-9.77646584225798,1.1021994992800385e-18,200
BGNt_z,7.0,007.0-010.0,8.5,8.5,0.017356320867330275,-0.0793690245691154,0.10474225311761927,-0.003732456138866498,0.12773297624760058,2.334873525393611,0.020546782106820677,200
SNRt_z,7.0,007.0-010.0,8.5,8.5,0.005093613831857936,-0.043188366770815285,0.06754146695042088,-0.007571132299252429,0.08573505153251605,2.089070388653774,0.037972922307336454,200
MED_z,7.0,007.0-010.0,8.5,8.5,0.09428146135004986,-0.0033912336716893088,0.06719164566891421,0.0003710226970359945,0.07201668499729841,18.441478665184444,6.116181530952533e-45,200
Ht_z,7.0,007.0-010.0,8.5,8.5,-0.03915229544147804,-0.10722249568807783,0.07607377859195276,-0.02592930348771649,0.1633937974848029,-1.144482522838676,0.253798275514511,200
ACTtFraction_z,7.0,007.0-010.0,8.5,8.5,-0.037771797588525224,0.03592660839951756,0.0781909049748935,-0.010413054062542964,0.10690973501759113,-3.6190442467718134,0.00037499760451085025,200
ACTtCount_z,7.0,007.0-010.0,8.5,8.5,-0.05582122186172926,0.018215872499601233,0.08539461830731673,-0.007407402100983441,0.1044626015501206,-6.55425764780355,4.693757407351266e-10,200
ACTtMean_z,7.0,007.0-010.0,8.5,8.5,-0.02602994811087268,-0.07447185543263958,0.06260241735558787,-0.012192673433186309,0.09817661423375487,-1.9932304315234515,0.047602260151018996,200
EVNtFraction_z,7.0,007.0-010.0,8.5,8.5,-0.004186820128042491,-0.028134330078248903,0.06957940058782788,-0.017139224292114074,0.11350794301871486,1.6137606890777374,0.10816390496099108,200
EVNtMean_z,7.0,007.0-010.0,8.5,8.5,0.027263784460916932,0.02169315120157642,0.0781014405850836,0.003316193795504038,0.0715837137278702,4.731105127338561,4.2274299345508144e-06,200
EVNtCount_z,7.0,007.0-010.0,8.5,8.5,0.21295853327218997,-0.01615458616508295,0.07789510254693557,-0.0014013688065705621,0.12811148715896234,23.66303658411198,9.386782872421812e-60,200
MEANf_z,7.5,007.5-010.5,9.0,9.0,-0.13005920878664531,0.007030392083033856,0.0785581449945885,-0.00265365191362769,0.06930640429166886,-25.99740504402088,6.608738144178419e-66,200
VARf_z,7.5,007.5-010.5,9.0,9.0,-0.044779969401365693,-0.001971858553152417,0.0693165523045686,-0.0020221798802735657,0.07637064310957092,-7.917786648865424,1.6652873119626713e-13,200
SKEWf_z,7.5,007.5-010.5,9.0,9.0,0.19729080449219688,0.05565695807538425,0.059995991585316114,-0.004443887760944778,0.12458188519272335,22.900274573965046,1.1152662044890935e-57,200
KURTf_z,7.5,007.5-010.5,9.0,9.0,-0.007332148052397319,0.03906124486288938,0.07251002459287094,0.010447185237329841,0.10572193455490059,-2.378293054713886,0.018339547454800213,200
NBPEAKS_z,7.5,007.5-010.5,9.0,9.0,0.03333636425529971,-0.01863144223763165,0.06607260822996112,0.012560904243892996,0.11503224893636826,2.5541478658670544,0.011393042544030594,200
